"accident_index","longitude","latitude","severity","number_of_casualties","district","speed_limit","road_class","police_force"
"2023010424761","-0.202819","51.414234","Slight","1","Merton","30","A","1"
"2023010424764","-0.261188","51.416194","Serious","1","Kingston upon Thames","20","Unclassified","1"
"2023010424768","-0.162686","51.544588","Slight","1","Camden","20","Unclassified","1"
"2023010424772","-0.154294","51.441816","Slight","1","Wandsworth","20","Not at junction or within 20 metres","1"
"2023010424775","-0.280983","51.415631","Serious","1","Kingston upon Thames","20","Unclassified","1"
"2023010424777","-0.139495","51.540706","Slight","2","Camden","30","Unclassified","1"
"2023010424778","-0.067923","51.600654","Slight","1","Haringey","20","Unclassified","1"
"2023010424780","-0.166031","51.426488","Serious","1","Wandsworth","20","Unclassified","1"
"2023010424787","-0.420826","51.510219","Serious","1","Hillingdon","30","Unclassified","1"
"2023010424790","0.135594","51.547361","Slight","1","Barking and Dagenham","30","Unclassified","1"
"2023010424796","-0.095776","51.377337","Slight","1","Croydon","20","Not at junction or within 20 metres","1"
"2023010424797","-0.02254","51.535097","Slight","2","Tower Hamlets","30","Unclassified","1"
"2023010424798","-0.079948","51.485944","Slight","1","Southwark","20","Not at junction or within 20 metres","1"
"2023010424800","-0.248034","51.438623","Slight","1","Wandsworth","20","Unclassified","1"
"2023010424802","-0.222986","51.563762","Slight","1","Brent","30","Unclassified","1"
"2023010424803","-0.294306","51.553256","Slight","1","Brent","30","Unclassified","1"
"2023010424806","-0.285431","51.557974","Slight","1","Brent","30","Unclassified","1"
"2023010424811","-0.117957","51.364863","Slight","1","Croydon","30","A","1"
"2023010424812","-0.114063","51.548573","Serious","1","Islington","20","Unclassified","1"
"2023010424813","-0.072615","51.486336","Serious","1","Southwark","20","Unclassified","1"
"2023010424815","-0.024418","51.468062","Serious","1","Lewisham","30","Unclassified","1"
"2023010424818","0.010916","51.456616","Slight","1","Lewisham","30","Not at junction or within 20 metres","1"
"2023010424820","-0.220191","51.485288","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010424823","-0.064405","51.52237","Slight","1","Tower Hamlets","30","Not at junction or within 20 metres","1"
"2023010424826","0.015579","51.51604","Serious","1","Newham","20","Unclassified","1"
"2023010424828","-0.120981","51.388895","Serious","1","Croydon","30","Unclassified","1"
"2023010424829","-0.019117","51.473431","Slight","1","Greenwich","30","Unclassified","1"
"2023010424833","-0.198696","51.479951","Serious","1","Hammersmith and Fulham","20","B","1"
"2023010424835","-0.096661","51.603677","Slight","1","Haringey","20","Unclassified","1"
"2023010424839","-0.1422","51.45157","Serious","1","Lambeth","30","Unclassified","1"
"2023010424840","-0.003271","51.45907","Slight","1","Lewisham","20","Unclassified","1"
"2023010424846","-0.055149","51.544401","Slight","1","Hackney","20","A","1"
"2023010424849","-0.121028","51.531105","Slight","1","Islington","20","A","1"
"2023010424850","-0.114126","51.531354","Slight","1","Islington","30","A","1"
"2023010424852","-0.176323","51.652142","Slight","1","Barnet","20","Unclassified","1"
"2023010424855","-0.009506","51.499697","Slight","1","Tower Hamlets","20","C","1"
"2023010424856","-0.211004","51.524598","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010424860","-0.099079","51.599382","Slight","1","Haringey","30","Unclassified","1"
"2023010424862","-0.13553","51.46266","Serious","1","Lambeth","20","Unclassified","1"
"2023010424873","-0.142698","51.479365","Slight","1","Wandsworth","30","Unclassified","1"
"2023010424875","-0.269263","51.568905","Slight","1","Brent","20","Unclassified","1"
"2023010424877","0.042141","51.38862","Serious","1","Bromley","30","Unclassified","1"
"2023010424878","-0.141841","51.54613","Slight","1","Camden","30","C","1"
"2023010424879","-0.033089","51.53523","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010424883","-0.061746","51.498414","Slight","1","Southwark","20","Unclassified","1"
"2023010424884","-0.046955","51.554552","Slight","1","Hackney","20","Not at junction or within 20 metres","1"
"2023010424886","-0.109697","51.612817","Slight","1","Enfield","30","Unclassified","1"
"2023010424887","-0.147588","51.645308","Slight","1","Enfield","20","Unclassified","1"
"2023010424888","-0.432178","51.525011","Slight","1","Hillingdon","40","Unclassified","1"
"2023010424890","-0.194706","51.522991","Slight","1","Westminster","20","C","1"
"2023010424892","-0.159427","51.536354","Slight","1","Westminster","20","A","1"
"2023010424894","-0.073126","51.56539","Slight","1","Hackney","20","B","1"
"2023010424895","-0.192949","51.501103","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010424899","0.027383","51.475136","Slight","1","Greenwich","30","Unclassified","1"
"2023010424900","-0.065482","51.494906","Slight","1","Southwark","20","Unclassified","1"
"2023010424902","-0.265264","51.51928","Slight","1","Ealing","30","C","1"
"2023010424911","0.048415","51.425777","Serious","1","Bromley","30","Unclassified","1"
"2023010424913","-0.170858","51.520616","Slight","1","Westminster","20","Unclassified","1"
"2023010424917","-0.110761","51.562126","Serious","2","Islington","20","Unclassified","1"
"2023010424923","-0.071946","51.486155","Slight","1","Southwark","30","Unclassified","1"
"2023010424924","0.148138","51.535315","Slight","1","Barking and Dagenham","30","Not at junction or within 20 metres","1"
"2023010424932","-0.282738","51.491562","Serious","1","Hounslow","40","A","1"
"2023010424936","0.144706","51.572428","Serious","1","Barking and Dagenham","30","Unclassified","1"
"2023010424937","-0.101284","51.495905","Slight","1","Southwark","20","Not at junction or within 20 metres","1"
"2023010424938","0.086214","51.441792","Slight","1","Bexley","20","B","1"
"2023010424944","-0.378895","51.542595","Slight","1","Ealing","30","A","1"
"2023010424950","-0.344167","51.589112","Slight","1","Harrow","30","Unclassified","1"
"2023010424953","-0.362636","51.478047","Slight","1","Hounslow","20","B","1"
"2023010424954","-0.337278","51.560348","Slight","1","Harrow","20","Unclassified","1"
"2023010424957","0.100595","51.48578","Slight","1","Greenwich","30","Not at junction or within 20 metres","1"
"2023010424959","-0.124213","51.470789","Slight","1","Lambeth","30","Unclassified","1"
"2023010424960","-0.221272","51.55888","Slight","1","Brent","20","Unclassified","1"
"2023010424964","-0.053641","51.648932","Slight","1","Enfield","30","A","1"
"2023010424967","0.155872","51.551001","Slight","1","Barking and Dagenham","30","Not at junction or within 20 metres","1"
"2023010424968","-0.169309","51.466115","Slight","1","Wandsworth","20","Unclassified","1"
"2023010424969","-0.135864","51.462594","Slight","1","Lambeth","20","Unclassified","1"
"2023010424975","0.026949","51.471186","Slight","1","Greenwich","50","Not at junction or within 20 metres","1"
"2023010424977","-0.120392","51.45375","Slight","1","Lambeth","30","A","1"
"2023010424984","0.017942","51.605","Slight","1","Redbridge","30","Unclassified","1"
"2023010424986","-0.158342","51.513208","Slight","1","Westminster","20","A","1"
"2023010424997","0.123166","51.448881","Slight","1","Bexley","50","Unclassified","1"
"2023010424999","-0.098524","51.468406","Slight","1","Lambeth","20","Unclassified","1"
"2023010425000","-0.398938","51.556197","Serious","1","Hillingdon","30","Not at junction or within 20 metres","1"
"2023010425004","-0.320626","51.563195","Slight","1","Brent","30","Unclassified","1"
"2023010425006","-0.159648","51.519784","Slight","1","Westminster","30","Unclassified","1"
"2023010425008","-0.125231","51.326374","Slight","1","Croydon","20","Not at junction or within 20 metres","1"
"2023010425014","0.005515","51.550736","Slight","1","Newham","20","Unclassified","1"
"2023010425018","-0.086595","51.531178","Serious","1","Hackney","20","C","1"
"2023010425021","-0.165154","51.425772","Slight","1","Wandsworth","30","C","1"
"2023010425025","-0.047962","51.476073","Slight","1","Lewisham","30","Unclassified","1"
"2023010425026","-0.232855","51.534731","Slight","1","Brent","30","Not at junction or within 20 metres","1"
"2023010425027","-0.400135","51.580051","Serious","1","Hillingdon","20","Unclassified","1"
"2023010425030","-0.144625","51.559591","Slight","1","Camden","20","Unclassified","1"
"2023010425034","-0.069385","51.519817","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010425037","-0.355068","51.553899","Serious","1","Ealing","20","A","1"
"2023010425040","-0.167791","51.463753","Slight","1","Wandsworth","20","C","1"
"2023010425041","-0.075351","51.418936","Slight","1","Bromley","30","Unclassified","1"
"2023010425042","-0.156429","51.461336","Serious","1","Wandsworth","30","A","1"
"2023010425043","0.113166","51.54051","Slight","1","Barking and Dagenham","30","Not at junction or within 20 metres","1"
"2023010425044","0.095748","51.596739","Slight","2","Redbridge","40","Unclassified","1"
"2023010425048","-0.171059","51.519918","Serious","1","Westminster","30","Not at junction or within 20 metres","1"
"2023010425050","-0.126684","51.487447","Slight","3","Lambeth","20","Not at junction or within 20 metres","1"
"2023010425053","-0.15762","51.522189","Slight","1","Westminster","20","A","1"
"2023010425056","0.072739","51.523902","Slight","1","Newham","30","A","1"
"2023010425057","-0.030497","51.375646","Slight","1","Croydon","20","Not at junction or within 20 metres","1"
"2023010425067","0.049201","51.460368","Slight","1","Greenwich","30","A","1"
"2023010425077","-0.031625","51.428372","Slight","1","Lewisham","20","Not at junction or within 20 metres","1"
"2023010425079","-0.37586","51.541968","Slight","1","Ealing","40","Unclassified","1"
"2023010425080","-0.228011","51.572579","Slight","1","Barnet","30","A","1"
"2023010425082","-0.171523","51.542145","Slight","1","Camden","20","Unclassified","1"
"2023010425083","-0.085841","51.526138","Serious","1","Hackney","20","Unclassified","1"
"2023010425089","0.022708","51.436494","Serious","1","Lewisham","30","Unclassified","1"
"2023010425090","-0.096385","51.489342","Slight","1","Southwark","20","C","1"
"2023010425093","0.035149","51.536026","Slight","1","Newham","30","Unclassified","1"
"2023010425094","-0.467679","51.4955","Slight","1","Hillingdon","70","Not at junction or within 20 metres","1"
"2023010425098","-0.06771","51.601585","Slight","1","Haringey","20","Unclassified","1"
"2023010425099","-0.220989","51.486631","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010425100","0.039294","51.524551","Slight","1","Newham","30","Not at junction or within 20 metres","1"
"2023010425105","-0.217777","51.457788","Slight","1","Wandsworth","20","Unclassified","1"
"2023010425108","-0.163438","51.521597","Slight","1","Westminster","20","Not at junction or within 20 metres","1"
"2023010425110","-0.279242","51.563324","Serious","1","Brent","20","Not at junction or within 20 metres","1"
"2023010425111","0.21444","51.592347","Slight","1","Havering","40","A","1"
"2023010425119","-0.002899","51.45901","Slight","1","Lewisham","30","Not at junction or within 20 metres","1"
"2023010425122","-0.316161","51.527827","Slight","1","Ealing","20","Unclassified","1"
"2023010425124","-0.059336","51.524282","Serious","1","Tower Hamlets","20","C","1"
"2023010425128","-0.242894","51.501295","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010425130","-0.088925","51.52546","Slight","1","Islington","20","Unclassified","1"
"2023010425134","-0.190785","51.460774","Slight","1","Wandsworth","30","Not at junction or within 20 metres","1"
"2023010425140","-0.356542","51.470112","Slight","1","Hounslow","30","A","1"
"2023010425141","-0.144102","51.468183","Slight","1","Lambeth","20","B","1"
"2023010425143","-0.119528","51.572392","Slight","1","Islington","20","Unclassified","1"
"2023010425145","0.066463","51.522853","Slight","2","Newham","50","Not at junction or within 20 metres","1"
"2023010425148","-0.307877","51.497323","Slight","1","Ealing","20","Not at junction or within 20 metres","1"
"2023010425154","-0.133271","51.647617","Slight","1","Enfield","30","Unclassified","1"
"2023010425155","-0.180931","51.493543","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010425160","-0.387078","51.557509","Slight","1","Hillingdon","30","Unclassified","1"
"2023010425162","-0.145701","51.349109","Slight","1","Sutton","20","Unclassified","1"
"2023010425172","-0.385087","51.492728","Serious","1","Hounslow","20","Not at junction or within 20 metres","1"
"2023010425174","-0.159374","51.64053","Slight","1","Barnet","20","Unclassified","1"
"2023010425177","-0.142989","51.507651","Slight","1","Westminster","20","Unclassified","1"
"2023010425182","-0.131055","51.427725","Slight","1","Lambeth","30","Not at junction or within 20 metres","1"
"2023010425185","-0.149673","51.358866","Slight","1","Sutton","30","Not at junction or within 20 metres","1"
"2023010425186","-0.122399","51.510057","Slight","1","Westminster","20","Not at junction or within 20 metres","1"
"2023010425187","0.008693","51.516114","Slight","1","Newham","20","A","1"
"2023010425188","-0.212501","51.460945","Serious","1","Wandsworth","20","Unclassified","1"
"2023010425192","0.094706","51.554627","Slight","1","Redbridge","30","Unclassified","1"
"2023010425193","-0.220323","51.485596","Serious","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010425197","-0.095805","51.502929","Slight","1","Southwark","30","Not at junction or within 20 metres","1"
"2023010425200","-0.20368","51.487617","Serious","1","Hammersmith and Fulham","20","C","1"
"2023010425210","-0.125087","51.51126","Serious","5","Westminster","20","Unclassified","1"
"2023010425211","-0.277483","51.608718","Slight","1","Harrow","30","Unclassified","1"
"2023010425215","0.001196","51.418994","Slight","2","Lewisham","20","Not at junction or within 20 metres","1"
"2023010425216","-0.168974","51.46334","Slight","1","Wandsworth","20","Unclassified","1"
"2023010425217","0.035844","51.481122","Serious","1","Greenwich","20","B","1"
"2023010425218","-0.106145","51.498546","Slight","1","Southwark","20","A","1"
"2023010425220","0.069641","51.560494","Slight","1","Redbridge","30","Not at junction or within 20 metres","1"
"2023010425221","-0.173453","51.383565","Slight","2","Sutton","30","Unclassified","1"
"2023010425222","-0.175955","51.551764","Slight","1","Camden","20","Unclassified","1"
"2023010425227","-0.045505","51.521732","Slight","1","Tower Hamlets","20","C","1"
"2023010425235","-0.066271","51.484101","Slight","1","Southwark","30","A","1"
"2023010425239","-0.09702","51.653797","Slight","1","Enfield","30","A","1"
"2023010425241","-0.129914","51.583754","Slight","1","Haringey","20","Unclassified","1"
"2023010425242","-0.223115","51.491204","Slight","1","Hammersmith and Fulham","20","A","1"
"2023010425244","-0.202554","51.485487","Slight","1","Hammersmith and Fulham","30","A","1"
"2023010425247","-0.092847","51.501631","Slight","1","Southwark","20","Not at junction or within 20 metres","1"
"2023010425257","-0.396251","51.596903","Slight","1","Harrow","30","Unclassified","1"
"2023010425260","-0.138961","51.534709","Slight","1","Camden","20","A","1"
"2023010425261","0.018191","51.490672","Slight","2","Greenwich","20","Unclassified","1"
"2023010425270","-0.163361","51.433181","Slight","1","Wandsworth","30","Unclassified","1"
"2023010425272","-0.039021","51.517649","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010425274","-0.294929","51.530038","Slight","1","Ealing","30","A","1"
"2023010425275","0.224711","51.586559","Slight","2","Havering","40","Unclassified","1"
"2023010425281","-0.138714","51.461191","Slight","1","Lambeth","20","A","1"
"2023010425282","-0.038891","51.442118","Slight","1","Lewisham","30","Unclassified","1"
"2023010425283","-0.306906","51.483892","Slight","1","Hounslow","30","Unclassified","1"
"2023010425288","-0.12027","51.517649","Slight","1","Camden","30","A","1"
"2023010425290","-0.031545","51.406797","Slight","1","Bromley","20","Not at junction or within 20 metres","1"
"2023010425291","0.054203","51.469174","Slight","1","Greenwich","30","A","1"
"2023010425295","0.124414","51.48134","Slight","1","Bexley","30","Not at junction or within 20 metres","1"
"2023010425296","-0.174887","51.615917","Slight","1","Barnet","20","Unclassified","1"
"2023010425299","-0.014442","51.445456","Slight","1","Lewisham","20","Unclassified","1"
"2023010425300","-0.167088","51.497833","Slight","1","Kensington and Chelsea","30","Unclassified","1"
"2023010425306","-0.011348","51.511329","Slight","2","Tower Hamlets","30","Unclassified","1"
"2023010425307","0.04278","51.396505","Slight","1","Bromley","20","Not at junction or within 20 metres","1"
"2023010425311","-0.069267","51.594831","Slight","1","Haringey","20","C","1"
"2023010425312","-0.120783","51.531793","Slight","1","Islington","20","A","1"
"2023010425315","-0.330815","51.406892","Slight","1","Richmond upon Thames","30","Not at junction or within 20 metres","1"
"2023010425316","-0.162531","51.461027","Slight","1","Wandsworth","20","Unclassified","1"
"2023010425318","-0.16698","51.471789","Slight","2","Wandsworth","20","Unclassified","1"
"2023010425325","-0.077947","51.467782","Slight","1","Southwark","30","Unclassified","1"
"2023010425328","-0.073556","51.478016","Slight","1","Southwark","20","Unclassified","1"
"2023010425333","-0.033889","51.679815","Slight","1","Enfield","30","A","1"
"2023010425334","-0.035046","51.649728","Slight","1","Enfield","30","Not at junction or within 20 metres","1"
"2023010425335","-0.177841","51.460115","Serious","1","Wandsworth","20","Unclassified","1"
"2023010425338","-0.102615","51.565816","Slight","1","Hackney","30","Unclassified","1"
"2023010425339","0.02943","51.462528","Serious","2","Greenwich","50","A","1"
"2023010425340","-0.116917","51.36606","Slight","2","Croydon","30","Not at junction or within 20 metres","1"
"2023010425345","-0.168482","51.428145","Slight","1","Wandsworth","30","A","1"
"2023010425351","-0.054884","51.478886","Slight","1","Southwark","30","C","1"
"2023010425352","0.086911","51.561771","Slight","1","Redbridge","30","Unclassified","1"
"2023010425358","-0.092171","51.550575","Slight","1","Islington","20","Unclassified","1"
"2023010425360","0.031902","51.479608","Serious","1","Greenwich","30","Unclassified","1"
"2023010425361","-0.056306","51.599122","Slight","1","Haringey","20","Not at junction or within 20 metres","1"
"2023010425364","-0.199393","51.456033","Serious","1","Wandsworth","20","Unclassified","1"
"2023010425368","0.106635","51.581454","Slight","1","Redbridge","40","Not at junction or within 20 metres","1"
"2023010425369","-0.294904","51.569676","Slight","1","Brent","20","Unclassified","1"
"2023010425373","0.048222","51.550996","Slight","1","Newham","20","Not at junction or within 20 metres","1"
"2023010425377","-0.229145","51.506232","Slight","1","Hammersmith and Fulham","20","A","1"
"2023010425379","-0.068337","51.530968","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010425387","-0.293452","51.529828","Slight","1","Ealing","40","A","1"
"2023010425388","-0.099848","51.499263","Slight","1","Southwark","20","A","1"
"2023010425392","-0.029335","51.535679","Slight","1","Tower Hamlets","30","Unclassified","1"
"2023010425395","-0.021161","51.510371","Slight","1","Tower Hamlets","30","Unclassified","1"
"2023010425400","-0.140072","51.361853","Slight","1","Sutton","20","Unclassified","1"
"2023010425401","-0.204149","51.531022","Slight","1","Westminster","20","Unclassified","1"
"2023010425405","-0.163477","51.460763","Slight","1","Wandsworth","20","Unclassified","1"
"2023010425406","-0.133393","51.510089","Serious","1","Westminster","20","A","1"
"2023010425412","-0.184308","51.530716","Serious","1","Westminster","20","C","1"
"2023010425415","-0.171434","51.520993","Serious","1","Westminster","20","Unclassified","1"
"2023010425425","0.045384","51.576792","Slight","1","Redbridge","30","Unclassified","1"
"2023010425430","-0.142818","51.56003","Slight","1","Camden","20","Unclassified","1"
"2023010425431","-0.094183","51.474459","Slight","1","Southwark","30","Unclassified","1"
"2023010425432","-0.177568","51.486108","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010425435","-0.068821","51.385142","Slight","1","Croydon","20","Unclassified","1"
"2023010425439","-0.207263","51.58827","Slight","1","Barnet","40","Unclassified","1"
"2023010425447","-0.11572","51.670681","Slight","1","Enfield","60","Not at junction or within 20 metres","1"
"2023010425450","-0.065314","51.383448","Slight","5","Croydon","30","A","1"
"2023010425455","-0.093029","51.501418","Slight","1","Southwark","20","Not at junction or within 20 metres","1"
"2023010425456","-0.293526","51.586822","Slight","3","Harrow","20","Not at junction or within 20 metres","1"
"2023010425457","0.169851","51.525266","Slight","2","Havering","30","C","1"
"2023010425465","-0.362788","51.463365","Slight","1","Hounslow","20","Unclassified","1"
"2023010425470","-0.295921","51.373576","Slight","2","Kingston upon Thames","50","Not at junction or within 20 metres","1"
"2023010425471","-0.123869","51.580528","Slight","1","Haringey","20","A","1"
"2023010425472","-0.340459","51.580751","Slight","1","Harrow","30","Unclassified","1"
"2023010425475","-0.244491","51.496104","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010425478","0.087221","51.448717","Serious","1","Greenwich","30","Not at junction or within 20 metres","1"
"2023010425481","-0.064522","51.521994","Serious","1","Tower Hamlets","20","Unclassified","1"
"2023010425483","-0.084623","51.456525","Slight","1","Southwark","20","Unclassified","1"
"2023010425484","-0.168098","51.428049","Slight","1","Wandsworth","20","A","1"
"2023010425490","-0.091681","51.438475","Slight","1","Lambeth","20","Not at junction or within 20 metres","1"
"2023010425493","-0.117056","51.556085","Slight","2","Islington","20","A","1"
"2023010425497","-0.193803","51.501368","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010425506","-0.216031","51.555671","Slight","1","Brent","30","Unclassified","1"
"2023010425512","-0.00873","51.462293","Slight","1","Lewisham","30","Not at junction or within 20 metres","1"
"2023010425517","0.073496","51.48789","Slight","1","Greenwich","30","C","1"
"2023010425527","-0.179365","51.389961","Slight","1","Merton","30","A","1"
"2023010425528","-0.059549","51.638553","Slight","1","Enfield","30","Unclassified","1"
"2023010425529","-0.261626","51.609851","Slight","1","Barnet","20","Unclassified","1"
"2023010425532","-0.10592","51.396512","Slight","1","Croydon","30","B","1"
"2023010425534","-0.262865","51.464868","Slight","1","Richmond upon Thames","30","Not at junction or within 20 metres","1"
"2023010425538","-0.093169","51.47286","Slight","1","Southwark","30","Unclassified","1"
"2023010425540","-0.226751","51.498121","Serious","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010425546","-0.056693","51.410211","Slight","1","Bromley","30","Unclassified","1"
"2023010425548","0.072594","51.517223","Fatal","5","Newham","40","Not at junction or within 20 metres","1"
"2023010425551","-0.062364","51.379469","Slight","1","Croydon","30","Unclassified","1"
"2023010425554","-0.1368","51.403887","Slight","1","Merton","20","B","1"
"2023010425555","0.066835","51.576569","Slight","1","Redbridge","20","A","1"
"2023010425557","0.038685","51.508006","Slight","1","Newham","20","Not at junction or within 20 metres","1"
"2023010425559","-0.146882","51.587827","Slight","1","Haringey","20","Not at junction or within 20 metres","1"
"2023010425562","-0.026729","51.617216","Slight","2","Waltham Forest","30","Not at junction or within 20 metres","1"
"2023010425564","-0.032479","51.346174","Slight","1","Croydon","60","Not at junction or within 20 metres","1"
"2023010425567","0.063605","51.433748","Serious","1","Greenwich","30","Unclassified","1"
"2023010425570","-0.300525","51.383094","Slight","1","Kingston upon Thames","20","B","1"
"2023010425572","-0.066074","51.483981","Slight","1","Southwark","30","A","1"
"2023010425573","-0.059594","51.605318","Slight","1","Haringey","30","Unclassified","1"
"2023010425575","-0.251926","51.58791","Slight","1","Brent","30","Unclassified","1"
"2023010425578","-0.048167","51.473963","Slight","1","Lewisham","20","Not at junction or within 20 metres","1"
"2023010425579","-0.081845","51.598535","Slight","1","Haringey","30","Unclassified","1"
"2023010425580","-0.155236","51.542654","Slight","1","Camden","20","Unclassified","1"
"2023010425585","-0.131962","51.508771","Serious","1","Westminster","20","Unclassified","1"
"2023010425587","0.117321","51.581855","Slight","1","Redbridge","20","C","1"
"2023010425589","-0.13594","51.522179","Slight","1","Camden","30","C","1"
"2023010425593","-0.04458","51.490153","Slight","1","Southwark","30","A","1"
"2023010425594","-0.079981","51.489955","Slight","1","Southwark","30","Unclassified","1"
"2023010425598","0.033247","51.538631","Slight","1","Newham","30","Unclassified","1"
"2023010425599","-0.10296","51.465591","Serious","4","Lambeth","20","B","1"
"2023010425602","0.095599","51.570591","Slight","1","Redbridge","30","Not at junction or within 20 metres","1"
"2023010425603","0.191137","51.552721","Slight","1","Havering","40","Not at junction or within 20 metres","1"
"2023010425614","-0.061266","51.512111","Slight","1","Tower Hamlets","20","Not at junction or within 20 metres","1"
"2023010425620","-0.194866","51.427753","Slight","1","Merton","20","Unclassified","1"
"2023010425621","0.169255","51.465069","Slight","1","Bexley","30","Unclassified","1"
"2023010425632","-0.411355","51.457262","Slight","1","Hounslow","30","Unclassified","1"
"2023010425635","-0.014099","51.51304","Slight","1","Tower Hamlets","30","Unclassified","1"
"2023010425638","-0.116787","51.45951","Slight","1","Lambeth","20","A","1"
"2023010425639","-0.170571","51.509074","Slight","1","Westminster","20","Not at junction or within 20 metres","1"
"2023010425650","-0.194063","51.500616","Serious","1","Kensington and Chelsea","30","Not at junction or within 20 metres","1"
"2023010425655","-0.305999","51.512241","Slight","1","Ealing","20","Not at junction or within 20 metres","1"
"2023010425665","-0.159504","51.588052","Slight","1","Haringey","20","Unclassified","1"
"2023010425669","-0.109407","51.597193","Slight","1","Haringey","20","A","1"
"2023010425676","-0.110958","51.483534","Slight","1","Lambeth","30","Unclassified","1"
"2023010425681","-0.090191","51.482793","Slight","1","Southwark","30","Unclassified","1"
"2023010425686","-0.290027","51.409901","Slight","1","Kingston upon Thames","30","Not at junction or within 20 metres","1"
"2023010425687","-0.063003","51.492572","Slight","1","Southwark","20","Not at junction or within 20 metres","1"
"2023010425689","0.117883","51.554525","Slight","1","Barking and Dagenham","30","Unclassified","1"
"2023010425692","0.176821","51.523887","Serious","1","Havering","40","Unclassified","1"
"2023010425701","-0.073155","51.578007","Slight","1","Haringey","20","A","1"
"2023010425703","-0.133516","51.501071","Serious","1","Westminster","20","Not at junction or within 20 metres","1"
"2023010425705","-0.265225","51.492617","Slight","1","Hounslow","20","Unclassified","1"
"2023010425708","-0.1252","51.367605","Slight","1","Sutton","30","Unclassified","1"
"2023010425711","-0.359857","51.414981","Slight","2","Richmond upon Thames","20","A","1"
"2023010425713","-0.070275","51.47762","Slight","2","Southwark","20","C","1"
"2023010425726","-0.191442","51.359609","Slight","1","Sutton","30","Not at junction or within 20 metres","1"
"2023010425728","-0.264738","51.602092","Serious","1","Barnet","30","Unclassified","1"
"2023010425730","-0.100306","51.585194","Slight","1","Haringey","30","Unclassified","1"
"2023010425731","-0.070482","51.473388","Slight","1","Southwark","20","A","1"
"2023010425735","-0.091532","51.635777","Slight","1","Enfield","30","Unclassified","1"
"2023010425741","-0.076061","51.544395","Slight","1","Hackney","20","Unclassified","1"
"2023010425743","-0.234588","51.444788","Slight","1","Wandsworth","30","A","1"
"2023010425746","-0.03559","51.578265","Slight","1","Waltham Forest","20","Not at junction or within 20 metres","1"
"2023010425750","-0.254418","51.492691","Slight","1","Hounslow","20","Unclassified","1"
"2023010425752","-0.086568","51.612928","Slight","5","Enfield","40","C","1"
"2023010425754","-0.17311","51.521613","Slight","1","Westminster","20","A","1"
"2023010425757","0.032966","51.31681","Slight","1","Bromley","30","A","1"
"2023010425758","-0.181174","51.416454","Serious","2","Merton","20","Not at junction or within 20 metres","1"
"2023010425759","-0.067451","51.39583","Slight","1","Croydon","20","Not at junction or within 20 metres","1"
"2023010425761","-0.326962","51.509646","Slight","1","Ealing","20","Unclassified","1"
"2023010425765","-0.076829","51.398116","Slight","1","Croydon","30","C","1"
"2023010425772","-0.253117","51.390607","Slight","1","Kingston upon Thames","30","C","1"
"2023010425773","-0.214795","51.464883","Serious","1","Wandsworth","20","A","1"
"2023010425775","-0.015447","51.551641","Slight","1","Newham","50","Not at junction or within 20 metres","1"
"2023010425777","-0.104707","51.575526","Slight","1","Haringey","20","Unclassified","1"
"2023010425783","0.071823","51.432848","Slight","1","Greenwich","40","A","1"
"2023010425788","-0.199537","51.450172","Slight","1","Wandsworth","20","C","1"
"2023010425789","-0.413502","51.460933","Slight","2","Hounslow","30","Not at junction or within 20 metres","1"
"2023010425794","-0.005967","51.538845","Slight","1","Newham","30","Unclassified","1"
"2023010425796","-0.195639","51.557374","Serious","1","Camden","20","B","1"
"2023010425797","0.232107","51.598424","Slight","1","Havering","50","C","1"
"2023010425800","-0.148713","51.558747","Slight","1","Camden","20","Unclassified","1"
"2023010425801","-0.085982","51.360667","Slight","1","Croydon","30","Not at junction or within 20 metres","1"
"2023010425805","-0.161818","51.642627","Slight","1","Barnet","20","Unclassified","1"
"2023010425808","-0.065202","51.624565","Slight","1","Enfield","20","C","1"
"2023010425811","-0.043866","51.490015","Slight","1","Lewisham","20","Unclassified","1"
"2023010425813","-0.052759","51.478068","Slight","1","Lewisham","30","B","1"
"2023010425814","-0.276663","51.383276","Slight","1","Kingston upon Thames","50","Unclassified","1"
"2023010425821","-0.444149","51.563306","Slight","1","Hillingdon","30","Unclassified","1"
"2023010425829","-0.172237","51.541967","Slight","1","Camden","30","Unclassified","1"
"2023010425830","-0.136957","51.543184","Slight","1","Camden","20","Unclassified","1"
"2023010425831","-0.257473","51.560628","Slight","1","Brent","20","Unclassified","1"
